Lea State,LEA,School State,School,ID,Year,Category,Total,With State Certification,American Indian or Alaska Native,Asian,Hawaiian/ Pacific Islander,Hispanic,Black,White,Two or more races,Total Students,SWD (IDEA-Eligible),LEP
GA,Pierce County,GA,Midway Elementary School,130414003994,2015,Classroom Teachers,34.50,34.50,,,,,,,,,,
GA,Pierce County,GA,Midway Elementary School,130414003994,2015,Classroom teachers in their first year of teaching,1.00,,,,,,,,,,,
GA,Pierce County,GA,Midway Elementary School,130414003994,2015,Classroom teachers in their second year of teaching,0.00,,,,,,,,,,,
GA,Pierce County,GA,Midway Elementary School,130414003994,2015,Teachers absent more than 10 days of the school year,7.00,,,,,,,,,,,
GA,Pierce County,GA,Midway Elementary School,130414003994,2015,Teachers employed during current school year,35.00,,,,,,,,,,,
GA,Pierce County,GA,Midway Elementary School,130414003994,2015,Teachers employed during both the current and previous school year,31.00,,,,,,,,,,,
GA,Pierce County,GA,Midway Elementary School,130414003994,2015,High-School Counselors,1.00,,,,,,,,,,,
GA,Pierce County,GA,Midway Elementary School,130414003994,2015,Total enrollment,,,0.00,4.00,0.00,46.00,7.00,421.00,13.00,491.00,53.00,25.00
GA,Pierce County,GA,Pierce County Middle School,130414001808,2015,Classroom Teachers,55.69,55.69,,,,,,,,,,
GA,Pierce County,GA,Pierce County Middle School,130414001808,2015,Classroom teachers in their first year of teaching,1.00,,,,,,,,,,,
GA,Pierce County,GA,Pierce County Middle School,130414001808,2015,Classroom teachers in their second year of teaching,0.00,,,,,,,,,,,
GA,Pierce County,GA,Pierce County Middle School,130414001808,2015,Teachers absent more than 10 days of the school year,5.00,,,,,,,,,,,
GA,Pierce County,GA,Pierce County Middle School,130414001808,2015,Teachers employed during current school year,56.00,,,,,,,,,,,
GA,Pierce County,GA,Pierce County Middle School,130414001808,2015,Teachers employed during both the current and previous school year,51.00,,,,,,,,,,,
GA,Pierce County,GA,Pierce County Middle School,130414001808,2015,High-School Counselors,2.00,,,,,,,,,,,
GA,Pierce County,GA,Pierce County Middle School,130414001808,2015,Total enrollment,,,0.00,5.00,2.00,64.00,70.00,664.00,10.00,815.00,89.00,19.00
GA,Pierce County,GA,Blackshear Elementary School,130414001809,2015,Classroom Teachers,61.00,61.00,,,,,,,,,,
GA,Pierce County,GA,Blackshear Elementary School,130414001809,2015,Classroom teachers in their first year of teaching,0.00,,,,,,,,,,,
GA,Pierce County,GA,Blackshear Elementary School,130414001809,2015,Classroom teachers in their second year of teaching,0.00,,,,,,,,,,,
GA,Pierce County,GA,Blackshear Elementary School,130414001809,2015,Teachers absent more than 10 days of the school year,11.00,,,,,,,,,,,
GA,Pierce County,GA,Blackshear Elementary School,130414001809,2015,Teachers employed during current school year,61.00,,,,,,,,,,,
GA,Pierce County,GA,Blackshear Elementary School,130414001809,2015,Teachers employed during both the current and previous school year,57.00,,,,,,,,,,,
GA,Pierce County,GA,Blackshear Elementary School,130414001809,2015,High-School Counselors,1.00,,,,,,,,,,,
GA,Pierce County,GA,Blackshear Elementary School,130414001809,2015,Total enrollment,,,2.00,7.00,2.00,61.00,112.00,586.00,34.00,804.00,98.00,37.00
GA,Pierce County,GA,Pierce County High School,130414001915,2015,Classroom Teachers,62.00,62.00,,,,,,,,,,
GA,Pierce County,GA,Pierce County High School,130414001915,2015,Classroom teachers in their first year of teaching,2.00,,,,,,,,,,,
GA,Pierce County,GA,Pierce County High School,130414001915,2015,Classroom teachers in their second year of teaching,1.00,,,,,,,,,,,
GA,Pierce County,GA,Pierce County High School,130414001915,2015,Teachers absent more than 10 days of the school year,8.00,,,,,,,,,,,
GA,Pierce County,GA,Pierce County High School,130414001915,2015,Teachers employed during current school year,62.00,,,,,,,,,,,
GA,Pierce County,GA,Pierce County High School,130414001915,2015,Teachers employed during both the current and previous school year,53.00,,,,,,,,,,,
GA,Pierce County,GA,Pierce County High School,130414001915,2015,High-School Counselors,2.00,,,,,,,,,,,
GA,Pierce County,GA,Pierce County High School,130414001915,2015,Total enrollment,,,0.00,4.00,2.00,61.00,88.00,907.00,7.00,1069.00,95.00,10.00

