Lea State,LEA,School State,School,ID,Year,Category,Total,With State Certification,American Indian or Alaska Native,Asian,Hawaiian/ Pacific Islander,Hispanic,Black,White,Two or more races,Total Students,SWD (IDEA-Eligible),LEP
GA,Gwinnett County,GA,Susan Stripling Elementary School,130255002324,2015,Classroom Teachers,85.99,84.99,,,,,,,,,,
GA,Gwinnett County,GA,Susan Stripling Elementary School,130255002324,2015,Classroom teachers in their first year of teaching,6.00,,,,,,,,,,,
GA,Gwinnett County,GA,Susan Stripling Elementary School,130255002324,2015,Classroom teachers in their second year of teaching,0.00,,,,,,,,,,,
GA,Gwinnett County,GA,Susan Stripling Elementary School,130255002324,2015,Teachers absent more than 10 days of the school year,37.00,,,,,,,,,,,
GA,Gwinnett County,GA,Susan Stripling Elementary School,130255002324,2015,Teachers employed during current school year,87.00,,,,,,,,,,,
GA,Gwinnett County,GA,Susan Stripling Elementary School,130255002324,2015,Teachers employed during both the current and previous school year,75.00,,,,,,,,,,,
GA,Gwinnett County,GA,Susan Stripling Elementary School,130255002324,2015,High-School Counselors,2.00,,,,,,,,,,,
GA,Gwinnett County,GA,Susan Stripling Elementary School,130255002324,2015,Total enrollment,,,4.00,58.00,0.00,823.00,274.00,43.00,22.00,1224.00,98.00,673.00
GA,Gwinnett County,GA,North Metro Academy of Performing Arts,130255004169,2015,Classroom Teachers,25.00,22.00,,,,,,,,,,
GA,Gwinnett County,GA,North Metro Academy of Performing Arts,130255004169,2015,Classroom teachers in their first year of teaching,5.00,,,,,,,,,,,
GA,Gwinnett County,GA,North Metro Academy of Performing Arts,130255004169,2015,Classroom teachers in their second year of teaching,6.00,,,,,,,,,,,
GA,Gwinnett County,GA,North Metro Academy of Performing Arts,130255004169,2015,Teachers absent more than 10 days of the school year,2.00,,,,,,,,,,,
GA,Gwinnett County,GA,North Metro Academy of Performing Arts,130255004169,2015,Teachers employed during current school year,25.00,,,,,,,,,,,
GA,Gwinnett County,GA,North Metro Academy of Performing Arts,130255004169,2015,Teachers employed during both the current and previous school year,16.00,,,,,,,,,,,
GA,Gwinnett County,GA,North Metro Academy of Performing Arts,130255004169,2015,High-School Counselors,0.00,,,,,,,,,,,
GA,Gwinnett County,GA,North Metro Academy of Performing Arts,130255004169,2015,Total enrollment,,,2.00,4.00,0.00,46.00,316.00,22.00,16.00,406.00,23.00,19.00
GA,Gwinnett County,GA,Gwinnett Intervention Education Center (GIVE) West,130255003690,2015,Classroom Teachers,35.25,33.25,,,,,,,,,,
GA,Gwinnett County,GA,Gwinnett Intervention Education Center (GIVE) West,130255003690,2015,Classroom teachers in their first year of teaching,1.00,,,,,,,,,,,
GA,Gwinnett County,GA,Gwinnett Intervention Education Center (GIVE) West,130255003690,2015,Classroom teachers in their second year of teaching,2.00,,,,,,,,,,,
GA,Gwinnett County,GA,Gwinnett Intervention Education Center (GIVE) West,130255003690,2015,Teachers absent more than 10 days of the school year,12.00,,,,,,,,,,,
GA,Gwinnett County,GA,Gwinnett Intervention Education Center (GIVE) West,130255003690,2015,Teachers employed during current school year,36.00,,,,,,,,,,,
GA,Gwinnett County,GA,Gwinnett Intervention Education Center (GIVE) West,130255003690,2015,Teachers employed during both the current and previous school year,29.00,,,,,,,,,,,
GA,Gwinnett County,GA,Gwinnett Intervention Education Center (GIVE) West,130255003690,2015,High-School Counselors,2.00,,,,,,,,,,,
